Institution,Professor Name (Original),Author ID,Paper Type,Paper Title,Year,Citation Count,Semantic Scholar URL,Final Link,Abstract,processed_text,cluster_id,kw1,kw2,kw3
NU,Malcolm A MacIver,39884769,Most Recent,Tuning movement for sensing in an uncertain world,2020.0,32,https://www.semanticscholar.org/paper/792e2bc99b7e2ce0c52bf5d9e85800198b7b87fd,https://doi.org/10.7554/elife.52371,"While animals track or search for targets, sensory organs make small unexplained movements on top of the primary task-related motions. While multiple theories for these movements exist—in that they support infotaxis, gain adaptation, spectral whitening, and high-pass filtering—predicted trajectories show poor fit to measured trajectories. We propose a new theory for these movements called energy-constrained proportional betting, where the probability of moving to a location is proportional to an expectation of how informative it will be balanced against the movement’s predicted energetic cost. Trajectories generated in this way show good agreement with measured trajectories of fish tracking an object using electrosense, a mammal and an insect localizing an odor source, and a moth tracking a flower using vision. Our theory unifies the metabolic cost of motion with information theory. It predicts sense organ movements in animals and can prescribe sensor motion for robots to enhance performance.","Tuning movement for sensing in an uncertain world While animals track or search for targets, sensory organs make small unexplained movements on top of the primary task-related motions. While multiple theories for these movements exist—in that they support infotaxis, gain adaptation, spectral whitening, and high-pass filtering—predicted trajectories show poor fit to measured trajectories. We propose a new theory for these movements called energy-constrained proportional betting, where the probability of moving to a location is proportional to an expectation of how informative it will be balanced against the movement’s predicted energetic cost. Trajectories generated in this way show good agreement with measured trajectories of fish tracking an object using electrosense, a mammal and an insect localizing an odor source, and a moth tracking a flower using vision. Our theory unifies the metabolic cost of motion with information theory. It predicts sense organ movements in animals and can prescribe sensor motion for robots to enhance performance.",2,movement sensing,predicted energetic,animals prescribe
NU,Malcolm A MacIver,39884769,Most Recent,Publisher Correction: Spatial planning with long visual range benefits escape from visual predators in complex naturalistic environments,2020.0,1,https://www.semanticscholar.org/paper/7bb1c58599cf1ece6c1fd2178ac427a0fc23f17d,https://www.nature.com/articles/s41467-020-17398-9.pdf,An amendment to this paper has been published and can be accessed via a link at the top of the paper.,Publisher Correction: Spatial planning with long visual range benefits escape from visual predators in complex naturalistic environments An amendment to this paper has been published and can be accessed via a link at the top of the paper.,9,visual predators,spatial planning,publisher correction
NU,Manohar Kulkarni,91408184,Most Cited,Recent advances in coumarins and 1-azacoumarins as versatile biodynamic agents.,2006.0,224,https://www.semanticscholar.org/paper/bcefa19fda15dec21b4b24cf560a77044c7148cc,https://doi.org/10.2174/092986706778521968,"Coumarins, also referred as benzopyran-2-ones, and their corresponding nitrogen counterpart, 1-azacoumarins also referred to as carbostyrils, are a family of nature-occurring lactones and lactams respectively. The plant extracts containing coumarin-related heterocycles, which were employed as herbal remedies in early days, have now been extensively studied for their biological activities. These investigations have revealed their potentials as versatile biodynamic agents. For example, coumarins with phenolic hydroxyl groups have the ability to scavenge reactive oxygen species and thus prevent the formation of 5-HETE and HHT in the arachidonic pathway of inflammation suppression. Recent in vivo studies have revealed the role of coumarins in hepatotoxicity and also in depletion of cytochrome P450. Similarly 1-azacoumarins which is part of quinoline alkaloids, are known for their diverse biological activity and recently, a 6-functionalized 1-aza coumarins are undergoing human clinical trials as an orally active anti-tumor drug in view of its farnesyl protein-inhibiting activity in the nanomolar range. Furthermore, several synthetic coumarins with a variety of pharmacophoric groups at C-3, C-4 and C-7 positions have been intensively screened for anti-microbial, anti-HIV, anti-cancer, lipid-lowering, anti-oxidant, and anti-coagulation activities. Specifically, coumarin-3-sulfonamides and carboxamides were reported to exhibit selective cytotoxicity against mammalian cancer cell lines. The C4-substituted aryloxymethyl, arylaminomethyl, and dichloroacetamidomethyl coumarins, along with the corresponding 1-azacoumarins, have been demonstrated to be potential anti-microbial and anti-inflammatory agents. To expand the structural diversity of synthetic courmarins for biological functions, attempts have also been made to attach a chloramphenicol side chain at C-3 position of courmarin. In addition, the bi- and tri-heterocyclic coumarins and 1-azacoumarins with benzofuran, furan and thiazole ring systems along with biocompatible fragments like vanillin have shown remarkable potency as anti-inflammatory agents in animal models. Photobiological studies on pyridine-fused polycyclic coumarins have highlighted their potential as thymine dimer photosensitisers and the structurally related compounds of both coumarin and carbostyrils have also been found to act via the DNA gyrase pathway in their anti-bacterial activity. Apart from the above works, the present review also addresses the potential roles of coumarins and carbostyrils as protease inhibitors, or fluorescent probes in mechanistic investigation of biochemical pathways, and their application for QSAR in theoretical studies. Though 1-Azacoumarins have received less attention as compared to coumarins in the literature, an attempt has been made to compare both the systems at various stages, so that it can spark new thoughts on synthetic methodologies, reactivity pattern and biological activities.","Recent advances in coumarins and 1-azacoumarins as versatile biodynamic agents. Coumarins, also referred as benzopyran-2-ones, and their corresponding nitrogen counterpart, 1-azacoumarins also referred to as carbostyrils, are a family of nature-occurring lactones and lactams respectively. The plant extracts containing coumarin-related heterocycles, which were employed as herbal remedies in early days, have now been extensively studied for their biological activities. These investigations have revealed their potentials as versatile biodynamic agents. For example, coumarins with phenolic hydroxyl groups have the ability to scavenge reactive oxygen species and thus prevent the formation of 5-HETE and HHT in the arachidonic pathway of inflammation suppression. Recent in vivo studies have revealed the role of coumarins in hepatotoxicity and also in depletion of cytochrome P450. Similarly 1-azacoumarins which is part of quinoline alkaloids, are known for their diverse biological activity and recently, a 6-functionalized 1-aza coumarins are undergoing human clinical trials as an orally active anti-tumor drug in view of its farnesyl protein-inhibiting activity in the nanomolar range. Furthermore, several synthetic coumarins with a variety of pharmacophoric groups at C-3, C-4 and C-7 positions have been intensively screened for anti-microbial, anti-HIV, anti-cancer, lipid-lowering, anti-oxidant, and anti-coagulation activities. Specifically, coumarin-3-sulfonamides and carboxamides were reported to exhibit selective cytotoxicity against mammalian cancer cell lines. The C4-substituted aryloxymethyl, arylaminomethyl, and dichloroacetamidomethyl coumarins, along with the corresponding 1-azacoumarins, have been demonstrated to be potential anti-microbial and anti-inflammatory agents. To expand the structural diversity of synthetic courmarins for biological functions, attempts have also been made to attach a chloramphenicol side chain at C-3 position of courmarin. In addition, the bi- and tri-heterocyclic coumarins and 1-azacoumarins with benzofuran, furan and thiazole ring systems along with biocompatible fragments like vanillin have shown remarkable potency as anti-inflammatory agents in animal models. Photobiological studies on pyridine-fused polycyclic coumarins have highlighted their potential as thymine dimer photosensitisers and the structurally related compounds of both coumarin and carbostyrils have also been found to act via the DNA gyrase pathway in their anti-bacterial activity. Apart from the above works, the present review also addresses the potential roles of coumarins and carbostyrils as protease inhibitors, or fluorescent probes in mechanistic investigation of biochemical pathways, and their application for QSAR in theoretical studies. Though 1-Azacoumarins have received less attention as compared to coumarins in the literature, an attempt has been made to compare both the systems at various stages, so that it can spark new thoughts on synthetic methodologies, reactivity pattern and biological activities.",8,coumarins phenolic,quinoline alkaloids,gyrase pathway
NU,Manohar Kulkarni,91408184,Most Cited,Synthesis and antimicrobial studies on novel sulfonamides containing 4-azidomethyl coumarin.,2010.0,157,https://www.semanticscholar.org/paper/c8356596fe0eb26b807d9238c33d5a3f8735a00b,https://doi.org/10.1016/j.ejmech.2009.12.022,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Synthesis and antimicrobial studies on novel sulfonamides containing 4-azidomethyl coumarin. ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,azidomethyl coumarin,novel sulfonamides,synthesis antimicrobial
NU,Manohar Kulkarni,91408184,Most Cited,Synthesis and biological evaluation of novel angularly fused polycyclic coumarins.,2005.0,119,https://www.semanticscholar.org/paper/c32ac1981c5933505d02bf48e28f898d17569a3b,https://doi.org/10.1016/J.BMCL.2005.05.063,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Synthesis and biological evaluation of novel angularly fused polycyclic coumarins. ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,polycyclic coumarins,angularly fused,abstract_missing_fallback_to_title
NU,Manohar Kulkarni,91408184,Most Cited,Synthesis and in vivo analgesic and anti-inflammatory activity of some bi heterocyclic coumarin derivatives.,2005.0,111,https://www.semanticscholar.org/paper/7cafeb939e95c1c336fbed8d6d91feeb0106ea39,https://doi.org/10.1016/J.EJMECH.2005.03.025,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Synthesis and in vivo analgesic and anti-inflammatory activity of some bi heterocyclic coumarin derivatives. ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,heterocyclic coumarin,vivo analgesic,derivatives abstract_missing_fallback_to_title
NU,Manohar Kulkarni,91408184,Most Cited,"Synthesis and anti-inflammatory evaluation of methylene bridged benzofuranyl imidazo[2,1-b][1,3,4]thiadiazoles.",2008.0,92,https://www.semanticscholar.org/paper/bec397ab32c05444c983858d6fe98ed6e112af1c,https://doi.org/10.1016/J.EJMECH.2007.06.023,ABSTRACT_MISSING_FALLBACK_TO_TITLE,"Synthesis and anti-inflammatory evaluation of methylene bridged benzofuranyl imidazo[2,1-b][1,3,4]thiadiazoles. ABSTRACT_MISSING_FALLBACK_TO_TITLE",4,imidazo thiadiazoles,bridged benzofuranyl,inflammatory evaluation
NU,Manohar Kulkarni,91408184,Most Cited,"Synthesis of spiro[indolo-1,5-benzodiazepines] from 3-acetyl coumarins for use as possible antianxiety agents",2004.0,76,https://www.semanticscholar.org/paper/7da2332f09832866658bd30872806b6e801dde04,https://www.ias.ac.in/article/fulltext/jcsc/116/05/0265-0270,ABSTRACT_MISSING_FALLBACK_TO_TITLE,"Synthesis of spiro[indolo-1,5-benzodiazepines] from 3-acetyl coumarins for use as possible antianxiety agents ABSTRACT_MISSING_FALLBACK_TO_TITLE",4,acetyl coumarins,spiro indolo,possible antianxiety
NU,Manohar Kulkarni,91408184,Most Cited,"Studies on Coumarins, II6)",1981.0,69,https://www.semanticscholar.org/paper/8a328bc0f9849aaacae2bcc431668c3fcf5391f8,https://doi.org/10.1002/ardp.19833160106,Abstract 4‐(Bromomethyl)coumarins prepared by the reaction of phenols and 4‐(bromoethyl)acetoacetate were reacted with various phenols and thiophenol to yield 4‐(phenoxymethyl)‐ and 4‐(thiophenoxymethyl)coumarins. The spectral properties and the antimicrobial activities against five micro‐organisms are reported. Fragmentation of one of the ethers in the mass spectrometer is discussed.,"Studies on Coumarins, II6) Abstract 4‐(Bromomethyl)coumarins prepared by the reaction of phenols and 4‐(bromoethyl)acetoacetate were reacted with various phenols and thiophenol to yield 4‐(phenoxymethyl)‐ and 4‐(thiophenoxymethyl)coumarins. The spectral properties and the antimicrobial activities against five micro‐organisms are reported. Fragmentation of one of the ethers in the mass spectrometer is discussed.",9,bromomethyl coumarins,phenols thiophenol,ethers mass
NU,Manohar Kulkarni,91408184,Most Cited,A click chemistry approach for the synthesis of mono and bis aryloxy linked coumarinyl triazoles as anti-tubercular agents.,2015.0,66,https://www.semanticscholar.org/paper/b63307a0f2f44fa53d0b2ae170fdeec58d382e53,https://doi.org/10.1016/j.ejmech.2015.10.019,ABSTRACT_MISSING_FALLBACK_TO_TITLE,A click chemistry approach for the synthesis of mono and bis aryloxy linked coumarinyl triazoles as anti-tubercular agents. ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,coumarinyl triazoles,anti tubercular,synthesis mono
NU,Manohar Kulkarni,91408184,Most Cited,Synthesis of some new 4-aryloxmethylcoumarins and examination of their antibacterial and antifungal activities,2009.0,66,https://www.semanticscholar.org/paper/af8c67dc3c31c68f391c09b0a766da1a535be5fa,https://www.ias.ac.in/article/fulltext/jcsc/121/04/0485-0495,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Synthesis of some new 4-aryloxmethylcoumarins and examination of their antibacterial and antifungal activities ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,new aryloxmethylcoumarins,antifungal activities,abstract_missing_fallback_to_title
NU,Manohar Kulkarni,91408184,Most Cited,Click Chemistry Approach for Bis‐Chromenyl Triazole Hybrids and Their Antitubercular Activity,2012.0,59,https://www.semanticscholar.org/paper/6268011e46f01f94a36abedb5d65c35b73ee58cc,https://doi.org/10.1111/j.1747-0285.2012.01441.x,"1,4‐Disubstituted bis‐chromenyl triazole hybrids 5a – m have been synthesized in a three‐step reaction sequence from 4‐(bromomethyl)‐2 H ‐chromen‐2‐ones 3a – m . The intermediate azides 4a – m underwent a regioselective 1,3‐dipolar cycloaddition with a 2 H ‐chromen‐2‐one linked acetylenic dipolarophile in the presence of Cu (II)/ascorbate/water/n‐butanol reaction medium. Three compounds 5h – j exhibited 6.25 μg/mL MIC against M. tuberculosis . Among the compounds screened for antifungal activity, lowest MIC of 6.25 μg/mL was observed for 5c against A. niger that also exhibited DNA cleavage observed by agarose gel electrophoresis. All the compounds were moderately active against both Gram‐positive and Gram‐negative bacterial strains. The cytotoxic effect of potent compounds on normal cells (V79 and HBL100) was assessed by MTT assay.","Click Chemistry Approach for Bis‐Chromenyl Triazole Hybrids and Their Antitubercular Activity 1,4‐Disubstituted bis‐chromenyl triazole hybrids 5a – m have been synthesized in a three‐step reaction sequence from 4‐(bromomethyl)‐2 H ‐chromen‐2‐ones 3a – m . The intermediate azides 4a – m underwent a regioselective 1,3‐dipolar cycloaddition with a 2 H ‐chromen‐2‐one linked acetylenic dipolarophile in the presence of Cu (II)/ascorbate/water/n‐butanol reaction medium. Three compounds 5h – j exhibited 6.25 μg/mL MIC against M. tuberculosis . Among the compounds screened for antifungal activity, lowest MIC of 6.25 μg/mL was observed for 5c against A. niger that also exhibited DNA cleavage observed by agarose gel electrophoresis. All the compounds were moderately active against both Gram‐positive and Gram‐negative bacterial strains. The cytotoxic effect of potent compounds on normal cells (V79 and HBL100) was assessed by MTT assay.",8,triazole hybrids,tuberculosis compounds,acetylenic dipolarophile
NU,Manohar Kulkarni,91408184,Most Recent,Influence of substituent position in aromatic diamines on coumarin derivative,2022.0,2,https://www.semanticscholar.org/paper/45877faa6093052450450282ce8debda53b0ebb8,https://doi.org/10.1016/j.jphotochem.2021.113560,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Influence of substituent position in aromatic diamines on coumarin derivative ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,diamines coumarin,position aromatic,derivative abstract_missing_fallback_to_title
NU,Manohar Kulkarni,91408184,Most Recent,Biheterocyclic Coumarins: A Simple yet Versatile Resource for Futuristic Design and Applications in Bio-molecular and Material Chemistry.,2022.0,11,https://www.semanticscholar.org/paper/47e9d64a94baa155f80730cff91fea41f81e782d,https://doi.org/10.2174/1385272826666220301124149,"Abstract: Coumarin derivatives occur widely in nature and are a part of both traditional and modern advancements in synthesis and application. To date, thousands of coumarin derivatives have been synthesized in lab or isolated from plant and marine life. These are essentially 2- pyrone core fused with a benzene ring and belong to the family of aromatic oxygen heterocycles. Coumarin in conjugation with various other heterocyclic systems has provided a robust framework for tuning the properties associated with the parent structure. The frequency of reports has increased for these biheterocyclic systems from the mid twentieth century. Biheterocyclic coumarins have also attracted the attention of many organic and pharmaceutical chemists as these systems serve as useful synthetic intermediates in the synthesis of analogs of existing drugs. Their application in the design of effective organocatalysts and chemosensors has further extended their versatility. Coumarin biheterocyclic core is utilized in the rational design and tuning of complex molecular entities in molecular recognition, analytical and material chemistry. This review highlights the advancements in the synthesis and applications of coumarin-linked nitrogen, oxygen, and sulfur heterocycles. It also provides an account of five-, six-, and seven-membered heterocyclic rings linked to coumarin core. Critical physicochemical properties coupled with their application will make this review useful for synthetic chemists and drug discovery labs. A comprehensive spectrum of literature in this review will facilitate further development of biheterocycles along with their promising applications in the future.","Biheterocyclic Coumarins: A Simple yet Versatile Resource for Futuristic Design and Applications in Bio-molecular and Material Chemistry. Abstract: Coumarin derivatives occur widely in nature and are a part of both traditional and modern advancements in synthesis and application. To date, thousands of coumarin derivatives have been synthesized in lab or isolated from plant and marine life. These are essentially 2- pyrone core fused with a benzene ring and belong to the family of aromatic oxygen heterocycles. Coumarin in conjugation with various other heterocyclic systems has provided a robust framework for tuning the properties associated with the parent structure. The frequency of reports has increased for these biheterocyclic systems from the mid twentieth century. Biheterocyclic coumarins have also attracted the attention of many organic and pharmaceutical chemists as these systems serve as useful synthetic intermediates in the synthesis of analogs of existing drugs. Their application in the design of effective organocatalysts and chemosensors has further extended their versatility. Coumarin biheterocyclic core is utilized in the rational design and tuning of complex molecular entities in molecular recognition, analytical and material chemistry. This review highlights the advancements in the synthesis and applications of coumarin-linked nitrogen, oxygen, and sulfur heterocycles. It also provides an account of five-, six-, and seven-membered heterocyclic rings linked to coumarin core. Critical physicochemical properties coupled with their application will make this review useful for synthetic chemists and drug discovery labs. A comprehensive spectrum of literature in this review will facilitate further development of biheterocycles along with their promising applications in the future.",3,heterocycles coumarin,biheterocyclic systems,effective organocatalysts
NU,Manohar Kulkarni,91408184,Most Recent,"Comparative Investigation on the Crystal Structures, Hirshfeld Surface Analysis, Antitubercular Assays, and Molecular Docking of Regioisomeric 1,2,3‐Triazoles",2022.0,2,https://www.semanticscholar.org/paper/ff6e2f2cc39436ff88725b687cc91f0daba7e6b3,https://doi.org/10.1002/slct.202104352,"Abstract 1,2,3‐triazole system is readily obtained by the click reaction in a facile and regioselective way. Regioselectivity is introduced under Copper(CuAAC), and Ruthenium(RuAAC) catalysed azide‐alkyne cycloaddition reaction furnishing 1,4 and 1,5‐disubstituted triazoles, respectively. These two regioisomeric systems offer discrete physicochemical and medicinal properties based on crucial binding interactions and biocompatibility with the biological targets. In this regard, a comparative investigation on the coumarin‐linked regioisomeric 1,2,3‐triazoles via its crystal structure, Hirshfeld surface analysis, and antitubercular assays and molecular docking are reported. It sheds light on the variation of in vitro antitubercular efficacy against Mycobacterium tuberculosis H 37 Rv followed by molecular docking studies that justify the prominent interactions at the binding site. Further, solid‐state and Hirshfeld surface analysis provided significant crystallographic insights on the critical intermolecular interactions that dictate the crystal packing in these systems. Thus structure‐property correlation for these regioisomeric systems can open new avenues in drug design and discovery.","Comparative Investigation on the Crystal Structures, Hirshfeld Surface Analysis, Antitubercular Assays, and Molecular Docking of Regioisomeric 1,2,3‐Triazoles Abstract 1,2,3‐triazole system is readily obtained by the click reaction in a facile and regioselective way. Regioselectivity is introduced under Copper(CuAAC), and Ruthenium(RuAAC) catalysed azide‐alkyne cycloaddition reaction furnishing 1,4 and 1,5‐disubstituted triazoles, respectively. These two regioisomeric systems offer discrete physicochemical and medicinal properties based on crucial binding interactions and biocompatibility with the biological targets. In this regard, a comparative investigation on the coumarin‐linked regioisomeric 1,2,3‐triazoles via its crystal structure, Hirshfeld surface analysis, and antitubercular assays and molecular docking are reported. It sheds light on the variation of in vitro antitubercular efficacy against Mycobacterium tuberculosis H 37 Rv followed by molecular docking studies that justify the prominent interactions at the binding site. Further, solid‐state and Hirshfeld surface analysis provided significant crystallographic insights on the critical intermolecular interactions that dictate the crystal packing in these systems. Thus structure‐property correlation for these regioisomeric systems can open new avenues in drug design and discovery.",8,disubstituted triazoles,molecular docking,mycobacterium tuberculosis
NU,Manohar Kulkarni,91408184,Most Recent,Bio-inspired design and synthesis of fluorescent molecules: Coumarin-β-carboline hybrids as models,2021.0,1,https://www.semanticscholar.org/paper/37da65d9b1ac4fdf81e0104ef4fcb4b993c7ae61,https://doi.org/10.1016/j.cdc.2020.100613,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Bio-inspired design and synthesis of fluorescent molecules: Coumarin-β-carboline hybrids as models ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,coumarin carboline,synthesis fluorescent,hybrids models
NU,Manohar Kulkarni,91408184,Most Recent,Role of Substituent Position in Coumarin Derivatives during their Interaction with TiO2 Nano Particles,2021.0,3,https://www.semanticscholar.org/paper/c8800285cdc517a84166d8ca7c1c541f81276af5,https://doi.org/10.1007/s10895-021-02706-3,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Role of Substituent Position in Coumarin Derivatives during their Interaction with TiO2 Nano Particles ABSTRACT_MISSING_FALLBACK_TO_TITLE,5,coumarin derivatives,tio2 nano,particles abstract_missing_fallback_to_title
NU,Manohar Kulkarni,91408184,Most Recent,"Bis-7-hydroxy coumarinyl 1,2,3-triazole derived from benzimidazol-2-one as a water sensor: A fluorescence investigation",2020.0,2,https://www.semanticscholar.org/paper/f1ee5fbe3111cd235eccae64a2ed5730a76e437f,https://doi.org/10.1016/j.molliq.2020.113620,ABSTRACT_MISSING_FALLBACK_TO_TITLE,"Bis-7-hydroxy coumarinyl 1,2,3-triazole derived from benzimidazol-2-one as a water sensor: A fluorescence investigation ABSTRACT_MISSING_FALLBACK_TO_TITLE",4,coumarinyl triazole,benzimidazol water,water sensor
NU,Manohar Kulkarni,91408184,Most Recent,"A click chemistry approach for the synthesis of cyclic ureido tethered coumarinyl and 1-aza coumarinyl 1,2,3-triazoles as inhibitors of Mycobacterium tuberculosis H37Rv and their in silico studies.",2019.0,14,https://www.semanticscholar.org/paper/40d58d555bd40230a34e1dd6dfbc33f79abf3636,https://doi.org/10.1016/j.bmc.2019.115054,ABSTRACT_MISSING_FALLBACK_TO_TITLE,"A click chemistry approach for the synthesis of cyclic ureido tethered coumarinyl and 1-aza coumarinyl 1,2,3-triazoles as inhibitors of Mycobacterium tuberculosis H37Rv and their in silico studies. ABSTRACT_MISSING_FALLBACK_TO_TITLE",4,coumarinyl triazoles,mycobacterium tuberculosis,ureido tethered
NU,Manohar Kulkarni,91408184,Most Recent,Effect of amino anilines on the fluorescence of coumarin derivative,2019.0,10,https://www.semanticscholar.org/paper/68bf2141cc6a702bd2f41fb125d284880b4c4cd1,https://doi.org/10.1016/J.JLUMIN.2018.12.038,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Effect of amino anilines on the fluorescence of coumarin derivative ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,fluorescence coumarin,amino anilines,derivative abstract_missing_fallback_to_title
NU,Manohar Kulkarni,91408184,Most Recent,Effect of stereo electronic factors of coumarin derivatives during their interaction with TiO2 nanoparticles,2019.0,3,https://www.semanticscholar.org/paper/909f7d08a8d9d5d73ceed497147bb698fffe9170,https://doi.org/10.1016/J.MOLLIQ.2019.111266,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Effect of stereo electronic factors of coumarin derivatives during their interaction with TiO2 nanoparticles ABSTRACT_MISSING_FALLBACK_TO_TITLE,0,coumarin derivatives,tio2 nanoparticles,stereo electronic
NU,Manohar Kulkarni,91408184,Most Recent,Syntheses and Crystal Structures of Three 4-((Quinolin-8-yloxy)methyl)-2H-chromen-2-one Derivatives,2018.0,1,https://www.semanticscholar.org/paper/14f261fb36930680a9480182b64721a9bf25bae1,https://doi.org/10.1007/s10870-018-0722-6,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Syntheses and Crystal Structures of Three 4-((Quinolin-8-yloxy)methyl)-2H-chromen-2-one Derivatives ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,structures quinolin,syntheses crystal,chromen derivatives
NU,Matthew J Major,6270873,Most Cited,Validity and reliability of the Berg Balance Scale for community-dwelling persons with lower-limb amputation.,2013.0,123,https://www.semanticscholar.org/paper/9efa87486b840588a73d25985db77cdf36f9f6cc,https://doi.org/10.1016/j.apmr.2013.07.002,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Validity and reliability of the Berg Balance Scale for community-dwelling persons with lower-limb amputation. ABSTRACT_MISSING_FALLBACK_TO_TITLE,0,limb amputation,balance scale,reliability berg
NU,Matthew J Major,6270873,Most Cited,"The effects of prosthetic ankle stiffness on ankle and knee kinematics, prosthetic limb loading, and net metabolic cost of trans-tibial amputee gait.",2014.0,79,https://www.semanticscholar.org/paper/b37853dc6a04160fd1e1eb066228ae76063bbc0b,https://doi.org/10.1016/j.clinbiomech.2013.10.012,ABSTRACT_MISSING_FALLBACK_TO_TITLE,"The effects of prosthetic ankle stiffness on ankle and knee kinematics, prosthetic limb loading, and net metabolic cost of trans-tibial amputee gait. ABSTRACT_MISSING_FALLBACK_TO_TITLE",4,prosthetic ankle,trans tibial,metabolic cost
NU,Matthew J Major,6270873,Most Cited,Comparison of range-of-motion and variability in upper body movements between transradial prosthesis users and able-bodied controls when executing goal-oriented tasks,2014.0,77,https://www.semanticscholar.org/paper/95c170755bfda27521bddffc07dcafefd8386c9c,https://jneuroengrehab.biomedcentral.com/counter/pdf/10.1186/1743-0003-11-132,"Current upper limb prostheses do not replace the active degrees-of-freedom distal to the elbow inherent to intact physiology. Limited evidence suggests that transradial prosthesis users demonstrate shoulder and trunk movements to compensate for these missing volitional degrees-of-freedom. The purpose of this study was to enhance understanding of the effects of prosthesis use on motor performance by comparing the movement quality of upper body kinematics between transradial prosthesis users and able-bodied controls when executing goal-oriented tasks that reflect activities of daily living. Upper body kinematics were collected on six able-bodied controls and seven myoelectric transradial prosthesis users during execution of goal-oriented tasks. Range-of-motion, absolute kinematic variability (standard deviation), and kinematic repeatability (adjusted coefficient-of-multiple-determination) were quantified for trunk motion in three planes, shoulder flexion/extension, shoulder ab/adduction, and elbow flexion/extension across five trials per task. Linear mixed models analysis assessed between-group differences and correlation analysis evaluated association between prosthesis experience and kinematic repeatability. Across tasks, prosthesis users demonstrated increased trunk motion in all three planes and shoulder abduction compared to controls (p ≤ 0.004). Absolute kinematic variability was greater for prosthesis users for all degrees-of-freedom irrespective of task, but was significant only for degrees-of-freedom that demonstrated increased range-of-motion (p ≤ 0.003). For degrees-of-freedom that did not display increased absolute variability for prosthesis users, able-bodied kinematics were characterized by significantly greater repeatability (p ≤ 0.015). Prosthesis experience had a strong positive relationship with average kinematic repeatability (r = 0.790, p = 0.034). The use of shoulder and trunk movements by prosthesis users as compensatory motions to execute goal-oriented tasks demonstrates the flexibility and adaptability of the motor system. Increased variability in movement suggests that prosthesis users do not converge on a defined motor strategy to the same degree as able-bodied individuals. Kinematic repeatability may increase with prosthesis experience, or encourage continued device use, and future work is warranted to explore these relationships. As compensatory dynamics may be necessary to improve functionality of transradial prostheses, users may benefit from dedicated training that encourages optimization of these dynamics to facilitate execution of daily living activity, and fosters adaptable but reliable motor strategies.","Comparison of range-of-motion and variability in upper body movements between transradial prosthesis users and able-bodied controls when executing goal-oriented tasks Current upper limb prostheses do not replace the active degrees-of-freedom distal to the elbow inherent to intact physiology. Limited evidence suggests that transradial prosthesis users demonstrate shoulder and trunk movements to compensate for these missing volitional degrees-of-freedom. The purpose of this study was to enhance understanding of the effects of prosthesis use on motor performance by comparing the movement quality of upper body kinematics between transradial prosthesis users and able-bodied controls when executing goal-oriented tasks that reflect activities of daily living. Upper body kinematics were collected on six able-bodied controls and seven myoelectric transradial prosthesis users during execution of goal-oriented tasks. Range-of-motion, absolute kinematic variability (standard deviation), and kinematic repeatability (adjusted coefficient-of-multiple-determination) were quantified for trunk motion in three planes, shoulder flexion/extension, shoulder ab/adduction, and elbow flexion/extension across five trials per task. Linear mixed models analysis assessed between-group differences and correlation analysis evaluated association between prosthesis experience and kinematic repeatability. Across tasks, prosthesis users demonstrated increased trunk motion in all three planes and shoulder abduction compared to controls (p ≤ 0.004). Absolute kinematic variability was greater for prosthesis users for all degrees-of-freedom irrespective of task, but was significant only for degrees-of-freedom that demonstrated increased range-of-motion (p ≤ 0.003). For degrees-of-freedom that did not display increased absolute variability for prosthesis users, able-bodied kinematics were characterized by significantly greater repeatability (p ≤ 0.015). Prosthesis experience had a strong positive relationship with average kinematic repeatability (r = 0.790, p = 0.034). The use of shoulder and trunk movements by prosthesis users as compensatory motions to execute goal-oriented tasks demonstrates the flexibility and adaptability of the motor system. Increased variability in movement suggests that prosthesis users do not converge on a defined motor strategy to the same degree as able-bodied individuals. Kinematic repeatability may increase with prosthesis experience, or encourage continued device use, and future work is warranted to explore these relationships. As compensatory dynamics may be necessary to improve functionality of transradial prostheses, users may benefit from dedicated training that encourages optimization of these dynamics to facilitate execution of daily living activity, and fosters adaptable but reliable motor strategies.",3,kinematic variability,use shoulder,prosthesis users
